00010	09101	09100
00020	09101	09100
00030	09101	09100
00040	09101	09100
00051	09101	09100
00052	09101	09100
00053	09101	09100
00500	09101	09100
00520	09101	09100
00562	09101	09100
00620	09101	09100
00630	09101	09100
00640	09101	09100
00650	09101	09100
00660	09101	09100
00190	09102	09100
00195	09102	09100
00196	09102	09100
00680	09102	09100
00710	09102	09100
00720	09102	09100
00910	09102	09100
00920	09102	09100
00061	09103	09100
00062	09103	09100
00071	09103	09100
00073	09103	09100
00100	09103	09100
00120	09103	09100
00121	09103	09100
00140	09103	09100
00561	09103	09100
00564	09103	09100
00565	09103	09100
00590	09103	09100
00591	09103	09100
00592	09103	09100
00600	09103	09100
01040	09103	09100
00230	09104	09100
00240	09104	09100
00220	09105	09100
00250	09105	09100
00260	09105	09100
00270	09105	09100
00280	09105	09100
00290	09105	09100
00300	09105	09100
00310	09105	09100
00330	09105	09100
00340	09105	09100
00350	09105	09100
00360	09105	09100
00380	09105	09100
00400	09105	09100
00410	09106	09100
00430	09106	09100
00440	09106	09100
00450	09106	09100
00460	09106	09100
00470	09106	09100
00480	09106	09100
00510	09107	09100
00511	09107	09100
00512	09107	09100
00513	09107	09100
00514	09107	09100
00515	09107	09100
00531	09107	09100
00532	09107	09100
00533	09107	09100
00534	09107	09100
00540	09107	09100
00541	09107	09100
00542	09107	09100
00550	09107	09100
00552	09107	09100
00563	09107	09100
00571	09107	09100
00572	09107	09100
00601	09107	09100
00603	09107	09100
00604	09107	09100
00130	09108	09100
00670	09108	09100
00730	09108	09100
00740	09108	09100
00750	09108	09100
00760	09108	09100
00770	09108	09100
00780	09108	09100
00785	09108	09100
00790	09108	09100
00830	09108	09100
00860	09108	09100
00253	09109	09100
00281	09109	09100
00522	09109	09100
00523	09109	09100
00900	09109	09100
00902	09109	09100
00903	09109	09100
00904	09109	09100
00905	09109	09100
00906	09109	09100
00908	09109	09100
00909	09109	09100
00981	09109	09100
01051	09109	09100
01052	09109	09100
01053	09109	09100
01054	09109	09100
01055	09109	09100
01056	09109	09100
01057	09109	09100
01059	09109	09100
00232	09110	09100
00254	09110	09100
00261	09110	09100
00311	09110	09100
00331	09110	09100
00332	09110	09100
00333	09110	09100
00401	09110	09100
00402	09110	09100
00403	09110	09100
00404	09110	09100
00405	09110	09100
00521	09110	09100
00524	09110	09100
00525	09110	09100
00901	09110	09100
00940	09110	09100
00941	09110	09100
00942	09110	09100
00943	09110	09100
00944	09110	09100
00945	09110	09100
00950	09110	09100
00960	09110	09100
00965	09110	09100
00966	09110	09100
00996	09110	09100
00997	09110	09100
00998	09110	09100
00999	09110	09100
00361	09111	09100
00362	09111	09100
00363	09111	09100
00364	09111	09100
00365	09111	09100
00621	09111	09100
00622	09111	09100
00623	09111	09100
00624	09111	09100
00625	09111	09100
00626	09111	09100
00627	09111	09100
00633	09111	09100
00642	09111	09100
00643	09111	09100
00791	09111	09100
00930	09111	09100
00980	09111	09100
00982	09111	09100
00983	09111	09100
00984	09111	09100
09113	09112	09100
03020	09121	09120
03022	09121	09120
03040	09121	09120
00970	09122	09120
03008	09122	09120
03010	09122	09120
03013	09122	09120
03015	09122	09120
03018	09123	09120
03050	09123	09120
03060	09123	09120
04120	09123	09120
04122	09123	09120
04130	09123	09120
04141	09123	09120
03030	09124	09120
03410	09124	09120
03420	09124	09120
03430	09124	09120
03440	09124	09120
03450	09124	09120
03460	09124	09120
03230	09125	09120
03240	09125	09120
03250	09125	09120
02010	09131	09130
02060	09131	09130
03070	09131	09130
02020	09132	09130
04010	09132	09130
04011	09132	09130
04012	09132	09130
04013	09132	09130
04014	09132	09130
04015	09132	09130
04016	09132	09130
04020	09132	09130
04022	09132	09130
04024	09132	09130
04064	09132	09130
04066	09132	09130
04068	09132	09130
04070	09132	09130
04071	09132	09130
04072	09132	09130
04075	09132	09130
04150	09132	09130
04151	09132	09130
04152	09132	09130
04310	09132	09130
04330	09132	09130
04340	09132	09130
04341	09132	09130
04350	09132	09130
04370	09132	09130
04371	09132	09130
04390	09132	09130
04391	09132	09130
04392	09132	09130
04630	09132	09130
04668	09132	09130
04060	09133	09130
04061	09133	09130
04080	09133	09130
04512	09133	09130
04514	09133	09130
04136	09141	09140
04137	09141	09140
04138	09141	09140
04139	09141	09140
04140	09141	09140
04142	09141	09140
04144	09141	09140
04145	09141	09140
04146	09141	09140
02030	09142	09140
02040	09142	09140
04810	09142	09140
04110	09143	09140
04111	09143	09140
04112	09143	09140
04113	09143	09140
04114	09143	09140
04115	09143	09140
04210	09143	09140
04214	09143	09140
04215	09143	09140
04216	09143	09140
04217	09143	09140
04218	09143	09140
04510	09144	09140
04520	09144	09140
04530	09144	09140
04540	09144	09140
04550	09144	09140
02024	09145	09140
02025	09145	09140
02026	09145	09140
05111	09145	09140
04211	09149	09150
04212	09149	09150
04213	09149	09150
04062	09151	09150
04610	09151	09150
04611	09151	09150
04612	09151	09150
04613	09151	09150
04620	09151	09150
04621	09151	09150
04622	09151	09150
04623	09151	09150
04624	09151	09150
04625	09151	09150
04640	09151	09150
04650	09151	09150
04657	09151	09150
04658	09151	09150
04659	09151	09150
04660	09151	09150
04662	09151	09150
04664	09151	09150
04666	09151	09150
04670	09151	09150
04672	09151	09150
03320	09152	09150
04614	09152	09150
04910	09152	09150
04911	09152	09150
04912	09152	09150
04913	09152	09150
04914	09152	09150
04915	09152	09150
04916	09152	09150
04917	09152	09150
04918	09152	09150
04919	09152	09150
04920	09152	09150
04921	09152	09150
04922	09152	09150
04923	09152	09150
04924	09152	09150
04925	09152	09150
04926	09152	09150
04927	09152	09150
04928	09152	09150
04929	09152	09150
04935	09152	09150
04260	09153	09150
04261	09153	09150
04270	09153	09150
04970	09154	09150
04971	09154	09150
04972	09154	09150
04973	09154	09150
04974	09154	09150
04975	09154	09150
04976	09154	09150
04977	09154	09150
04978	09154	09150
04979	09154	09150
04960	09155	09150
04961	09155	09150
04962	09155	09150
04964	09155	09150
04966	09155	09150
04720	09156	09150
04721	09156	09150
04722	09156	09150
04723	09156	09150
04724	09156	09150
04725	09156	09150
04726	09156	09150
04727	09156	09150
04728	09156	09150
04730	09156	09150
04740	09157	09150
04742	09157	09150
04744	09157	09150
04745	09157	09150
04750	09157	09150
04320	09158	09150
04360	09158	09150
04361	09158	09150
04380	09158	09150
04626	09159	09150
04710	09159	09150
04711	09159	09150
04712	09159	09150
04713	09159	09150
04714	09159	09150
05200	09161	09160
05202	09161	09160
05203	09161	09160
05204	09161	09160
05205	09161	09160
05206	09161	09160
05207	09161	09160
05208	09161	09160
05230	09161	09160
05231	09161	09160
05235	09161	09160
05210	09162	09160
05211	09162	09160
05212	09162	09160
05213	09162	09160
05214	09162	09160
05215	09162	09160
05216	09162	09160
05217	09162	09160
05218	09162	09160
05219	09162	09160
05220	09162	09160
05221	09162	09160
05222	09162	09160
05223	09162	09160
05224	09162	09160
05225	09162	09160
05226	09162	09160
05310	09163	09160
05320	09163	09160
05321	09163	09160
05322	09163	09160
05323	09163	09160
05330	09163	09160
05332	09163	09160
05340	09163	09160
05010	09164	09160
05012	09164	09160
05014	09164	09160
05016	09164	09160
05017	09164	09160
05020	09164	09160
05022	09164	09160
05030	09165	09160
05031	09165	09160
05032	09165	09160
05033	09165	09160
05034	09165	09160
05410	09166	09160
05412	09166	09160
05414	09166	09160
05415	09166	09160
05416	09166	09160
05417	09166	09160
05418	09166	09160
04930	09167	09160
04931	09167	09160
04932	09167	09160
04933	09167	09160
04934	09167	09160
04936	09167	09160
04940	09167	09160
04950	09167	09160
05100	09171	09160
05110	09171	09160
05120	09171	09160
05130	09171	09160
05131	09171	09160
05132	09171	09160
05133	09171	09160
05134	09171	09160
05135	09171	09160
05150	09171	09160
05152	09171	09160
05160	09172	09160
05161	09172	09160
05162	09172	09160
05163	09172	09160
05164	09172	09160
05165	09172	09160
05166	09172	09160
05167	09172	09160
05168	09172	09160
05169	09172	09160
05170	09172	09160
05171	09172	09160
05140	09174	09160
05142	09174	09160
05143	09174	09160
05144	09174	09160
05145	09174	09160
05146	09174	09160
01501	09175	09160
01502	09175	09160
01503	09175	09160
01521	09176	09160
01522	09176	09160
01523	09176	09160
01524	09176	09160
00194	09181	09180
00199	09181	09180
01001	09181	09180
01002	09181	09180
01003	09181	09180
01004	09181	09180
01005	09181	09180
01006	09181	09180
01007	09181	09180
01008	09181	09180
01009	09181	09180
01011	09181	09180
03000	09182	09180
03009	09182	09180
03011	09182	09180
03012	09182	09180
03016	09182	09180
03019	09182	09180
03021	09182	09180
03029	09182	09180
03032	09182	09180
03036	09182	09180
03041	09182	09180
03051	09182	09180
03110	09182	09180
03400	09182	09180
04121	09182	09180
04131	09182	09180
00535	09183	09180
00536	09183	09180
00537	09183	09180
01504	09183	09180
02000	09183	09180
02022	09183	09180
02035	09183	09180
02042	09183	09180
02044	09183	09180
02048	09183	09180
03037	09183	09180
03310	09183	09180
04030	09183	09180
04031	09183	09180
04040	09183	09180
04050	09183	09180
04052	09183	09180
04054	09183	09180
04090	09183	09180
04091	09183	09180
04147	09183	09180
04515	09183	09180
04812	09183	09180
04990	09183	09180
03100	09184	09180
03200	09185	09180
03210	09185	09180
99980	09191	09190
99981	09191	09190
99982	09191	09190
99983	09191	09190
99984	09191	09190
99985	09191	09190
99986	09191	09190
99987	09191	09190
99988	09191	09190
99999	09191	09190
99973	09192	09190
99974	09192	09190
99975	09192	09190
99976	09192	09190
99998	09192	09190
99977	09193	09190
99978	09193	09190
99979	09193	09190
99992	09193	09190
99993	09193	09190
99994	09193	09190
99995	09193	09190
99996	09194	09190
99997	09194	09190
